Date,Open,High,Low,Close,Volume,Company,company
2024-11-06,-0.9308403277798676,-0.9269953324982196,-0.930326760831216,-0.9228820153178384,-0.4386000200257699,price_sym,sym
2024-11-05,-0.9411082329659112,-0.9373551972204986,-0.937943987156984,-0.9357749344483666,-0.4479784979449271,price_sym,sym
2024-11-04,-0.9441608534266264,-0.9428366071264666,-0.9389521494648064,-0.9400356845472964,-0.4510585406106626,price_sym,sym
2024-11-01,-0.9423292811501972,-0.9413566264518552,-0.9377199510885792,-0.9405336942991196,-0.4481890036002767,price_sym,sym
2024-10-31,-0.935613516136623,-0.9375744536167376,-0.9418646183540704,-0.9441304313956188,-0.4426731578729167,price_sym,sym
2024-10-30,-0.9370010708914936,-0.9297360374512036,-0.9313909321561396,-0.932122862934998,-0.4345547541541799,price_sym,sym
2024-10-29,-0.9422182767698076,-0.9387255496969906,-0.93956824865292,-0.9345575772772438,-0.4433208621866214,price_sym,sym
2024-10-28,-0.944327359997211,-0.9425077225321083,-0.9406324199778434,-0.9406996975497272,-0.4462010177604177,price_sym,sym
2024-10-25,-0.9406642154443524,-0.938670735597931,-0.9437689249355126,-0.94617780481978,-0.4374584473097498,price_sym,sym
2024-10-24,-0.942384783340392,-0.941575882848094,-0.936935824849162,-0.9397590124629506,-0.4499519796968516,price_sym,sym
2024-10-23,-0.93822211907578,-0.9381225946073344,-0.9401283388239322,-0.9412530417184194,-0.444192804749571,price_sym,sym
2024-10-22,-0.9330604153876608,-0.9354915178524696,-0.9337993198914928,-0.93483424936159,-0.4449990861562141,price_sym,sym
2024-10-21,-0.9326163978661024,-0.9335730243853808,-0.929766670660204,-0.9311268434313522,-0.4423059547646512,price_sym,sym
2024-10-18,-0.934947489854285,-0.929297524658726,-0.930326760831216,-0.9316248531831752,-0.4386327454001906,price_sym,sym
2024-10-17,-0.9393876650698714,-0.9376292677157972,-0.9368798158320606,-0.9353322591134128,-0.4296392430065261,price_sym,sym
2024-10-16,-0.9381666168855852,-0.938177408706394,-0.9377199510885792,-0.9383203176243508,-0.4456542809756799,price_sym,sym
2024-10-15,-0.9408862242051316,-0.9410825559565568,-0.9401283388239322,-0.93837565204122,-0.4446951455591518,price_sym,sym
2024-10-14,-0.9328384066268816,-0.9342307935740972,-0.9386160953621988,-0.9393163371279968,-0.4309413285641645,price_sym,sym
2024-10-11,-0.9450488884697436,-0.927269402993518,-0.9402403568581348,-0.9322888661856056,-0.3888692898331051,price_sym,sym
2024-10-10,-0.96730526673787,-0.946673594060644,-0.9621958915618186,-0.945679795067957,-0.3834891288664699,price_sym,sym
2024-10-09,-0.969525354345663,-0.9709014258450218,-0.9658924866905,-0.9693075910711136,-0.4502971461299286,price_sym,sym
2024-10-08,-0.9690813368241044,-0.9707369835478428,-0.9669566580154236,-0.9685329092349446,-0.4457394959990856,price_sym,sym
2024-10-07,-0.96730526673787,-0.9702984707553652,-0.9652203784852852,-0.9666515390613912,-0.4479284630497027,price_sym,sym
2024-10-04,-0.9681377995907924,-0.9690925605760524,-0.967068676049626,-0.9659875260589604,-0.4396615116605353,price_sym,sym
2024-10-03,-0.9668057470261164,-0.9688733041798137,-0.9672367031009298,-0.9703036105747596,-0.4376503950266688,price_sym,sym
2024-10-02,-0.9688593280633252,-0.9677222080995606,-0.965164369468184,-0.964106155885407,-0.4463532265207428,price_sym,sym
2024-10-01,-0.9645301572281284,-0.967448137604262,-0.964660288314273,-0.96604286047583,-0.4438833514769205,price_sym,sym
2024-11-19,-0.23273377950932,-0.233048838402694,-0.232958488903744,-0.2346878727153539,-0.3289465622978371,price_tgt,tgt
2024-11-18,-0.2504944803716649,-0.2406679981719892,-0.2398475980071958,-0.2315891453706776,-0.3662898896288465,price_tgt,tgt
2024-11-15,-0.2458877985854941,-0.2561255741068184,-0.244664373477902,-0.2561022920437419,-0.4030352108894314,price_tgt,tgt
2024-11-14,-0.2407260948973752,-0.2467523631676136,-0.2394555348874872,-0.2486874801832664,-0.4004210103516468,price_tgt,tgt
2024-11-13,-0.2366189328229579,-0.2409968827663473,-0.2288138216382525,-0.240276648819145,-0.4067408089763683,price_tgt,tgt
2024-11-12,-0.2405040861365958,-0.2405035558748102,-0.2345267413825785,-0.2366245773057765,-0.3862952350396805,price_tgt,tgt
2024-11-11,-0.2671451374301133,-0.2534396832528943,-0.2559781949323513,-0.2497388341037816,-0.4079031699499502,price_tgt,tgt
2024-11-08,-0.2587643067106943,-0.2704320539613945,-0.2574904383940847,-0.2691058800080085,-0.4109616528640849,price_tgt,tgt
2024-11-07,-0.2793556192729755,-0.2668691375225154,-0.2688602688656353,-0.2628530909017867,-0.3893774378887253,price_tgt,tgt
2024-11-06,-0.2577097650969926,-0.2698839129707978,-0.2829745411751463,-0.2828841498084442,-0.3522856456687793,price_tgt,tgt
2024-11-05,-0.2670896352399186,-0.2691713296830218,-0.258050528565097,-0.2624104155668329,-0.4198175207211804,price_tgt,tgt
2024-11-04,-0.2645920366811512,-0.2645121312629492,-0.2565382851033636,-0.2679438572537548,-0.4114372999799141,price_tgt,tgt
2024-11-01,-0.2594858351832271,-0.2692261437820816,-0.2548020055732253,-0.2632404318198712,-0.423170896711374,price_tgt,tgt
2024-10-31,-0.2724733476888168,-0.2752556946786462,-0.2661158270276748,-0.2676671851694088,-0.41228205789836,price_tgt,tgt
2024-10-30,-0.2782455754690789,-0.2803534058911963,-0.2683561877117242,-0.2760780165335301,-0.4222271350669697,price_tgt,tgt
2024-10-29,-0.2732503783515444,-0.2779963996316301,-0.2681881606604205,-0.2793427471288141,-0.417163300683515,price_tgt,tgt
2024-10-28,-0.2524370570284838,-0.2606751443287718,-0.2594507539926279,-0.271761932017731,-0.4221815608100076,price_tgt,tgt
2024-10-25,-0.2587643067106943,-0.262319567300562,-0.2500972481367218,-0.2614697304800562,-0.4003211229143346,price_tgt,tgt
2024-10-24,-0.2715298104555047,-0.276461604857959,-0.2631473491213094,-0.2668925033332397,-0.4146544581771377,price_tgt,tgt
2024-10-23,-0.2764140031926496,-0.2825459698535834,-0.2699244401905588,-0.2786787341263834,-0.4020069215526745,price_tgt,tgt
2024-10-22,-0.2669231286693341,-0.277667515037272,-0.2629793220700057,-0.2723706106032925,-0.4180955881074837,price_tgt,tgt
2024-10-21,-0.2338438233132165,-0.245984965780778,-0.2550820506587316,-0.2628530909017867,-0.3950884014721466,price_tgt,tgt
2024-10-18,-0.2311242159936698,-0.2404487417757505,-0.2290378577066574,-0.2300397816983394,-0.4156588171715193,price_tgt,tgt
2024-10-17,-0.217859192537106,-0.2300340629544116,-0.2245571363385587,-0.2352965513009154,-0.4171866559121521,price_tgt,tgt
2024-10-16,-0.2077577939216473,-0.2200578969255503,-0.2080904853107958,-0.2188068950738878,-0.4137539282532497,price_tgt,tgt
2024-10-15,-0.219135742911587,-0.2161660958923131,-0.208146494327897,-0.2087360312036899,-0.4156690570014923,price_tgt,tgt
2024-10-14,-0.2216333414703543,-0.2268000311098906,-0.2187321985600303,-0.2237869925921176,-0.4220317647219502,price_tgt,tgt
2024-10-11,-0.2300141721897733,-0.2308014603412471,-0.2194043067652451,-0.2210756061655258,-0.4071676415602713,price_tgt,tgt
2024-10-10,-0.2431126890757527,-0.2448886837995845,-0.2423680037767512,-0.2348538759659615,-0.4135502678541013,price_tgt,tgt
2024-10-09,-0.2584867957597201,-0.2548648498284459,-0.2540178793338081,-0.2439287203325135,-0.408286854976323,price_tgt,tgt
2024-10-08,-0.2727508586397909,-0.2694454001783202,-0.2620831777963859,-0.2605843798101487,-0.4123569068473135,price_tgt,tgt
2024-10-07,-0.2525480614088736,-0.2647862017582477,-0.2671239893354971,-0.2734219645238077,-0.4112730839669083,price_tgt,tgt
2024-10-04,-0.2564887169127064,-0.2579892534748475,-0.2480249145039761,-0.2519522107785504,-0.4076810778568503,price_tgt,tgt
2024-10-03,-0.2677556615222565,-0.279202309810943,-0.2691963229682427,-0.2701018995116545,-0.3903905077521662,price_tgt,tgt
2024-10-02,-0.2579317738577719,-0.2657728555413219,-0.2556421408297439,-0.2656751461621168,-0.418376944969948,price_tgt,tgt
2024-10-01,-0.2380064875778286,-0.2496026963187167,-0.2477448694184698,-0.2557149511256574,-0.4015521749117218,price_tgt,tgt
2024-11-19,-0.3153210385192241,-0.2949339562410706,-0.3058822291695514,-0.2844335134807824,2.738294983390784,price_nvda,nvda
2024-11-18,-0.3254224371346829,-0.325520223516371,-0.3273896917364254,-0.3223929234530669,2.6545683683667844,price_nvda,nvda
2024-11-15,-0.2956177610000601,-0.3052938209633497,-0.3109790497257637,-0.3122667251659999,3.0510726939914865,price_nvda,nvda
2024-11-14,-0.2802436543160929,-0.2846837197169108,-0.2803421173713883,-0.2858168739025129,2.27018614984445,price_nvda,nvda
2024-11-13,-0.2723068411182324,-0.2828748544479413,-0.2783818017728451,-0.2885282603291045,2.234276609117129,price_nvda,nvda
2024-11-12,-0.285016842672848,-0.2811208032780317,-0.2777657025847316,-0.2773507081215223,2.3286991473628835,price_nvda,nvda
2024-11-11,-0.2744714265358306,-0.285505931202806,-0.2914319027574329,-0.2941170364328958,2.099928595073113,price_nvda,nvda
2024-11-08,-0.2739719068240771,-0.2804630340893155,-0.2763654771572008,-0.2810027796348908,2.0065105280390543,price_nvda,nvda
2024-11-07,-0.2871814280904464,-0.2850674184103285,-0.2768695583111119,-0.2740859775262383,2.4505754833418507,price_nvda,nvda
2024-11-06,-0.3062186793272723,-0.2984420585808899,-0.3004493545107316,-0.292180331842473,2.937607171999226,price_nvda,nvda
2024-11-05,-0.3368003861246227,-0.331988287205413,-0.3263815294286032,-0.3237209494579283,1.7943021011822833,price_nvda,nvda
2024-11-04,-0.3381324386892984,-0.3397170751728276,-0.3362391164384206,-0.345080034369447,2.172906236139798,price_nvda,nvda
2024-11-01,-0.3520634884282004,-0.3487614015176746,-0.3418400181485441,-0.3486767714659463,2.4478333831195536,price_nvda,nvda
2024-10-31,-0.3359678532717002,-0.3471169785458842,-0.3556182363554476,-0.3632850575194203,3.3303077234137293,price_nvda,nvda
2024-10-30,-0.3252004283739036,-0.3322075436016517,-0.3292939983178675,-0.3268750112194738,2.0591446147353447,price_nvda,nvda
2024-10-29,-0.3210377641092914,-0.3216284224831339,-0.3175881137437094,-0.3163061375974528,1.7530087664527616,price_nvda,nvda
2024-10-28,-0.305996670566493,-0.3168047817658823,-0.3111470767770674,-0.3203455500289058,1.9773467348090044,price_nvda,nvda
2024-10-25,-0.3174856239368224,-0.3113781859589741,-0.3069464004944748,-0.3147014395082455,2.4196988471006,price_nvda,nvda
2024-10-24,-0.3180961480289656,-0.3266165054975646,-0.3200525104961637,-0.3209542286144673,1.9600679054408785,price_nvda,nvda
2024-10-23,-0.3113803830153913,-0.3206965827991193,-0.3256534122062872,-0.3256576540483509,3.5532041902258924,price_nvda,nvda
2024-10-22,-0.3064961902782465,-0.3097885770862434,-0.3014575168185539,-0.3033578840500555,2.716927446023086,price_nvda,nvda
2024-10-21,-0.3330262371913743,-0.3136803781194805,-0.3226289252828205,-0.3026938710476248,3.253366973577032,price_nvda,nvda
2024-10-18,-0.3300291189208537,-0.3400459597671857,-0.3266615745141094,-0.3342898230799492,2.012463740750741,price_nvda,nvda
2024-10-17,-0.3263104721778,-0.3291379540543099,-0.32895794421526,-0.3402106056849557,3.840844338606116,price_nvda,nvda
2024-10-16,-0.356059646122228,-0.3525435743527924,-0.3585867142618131,-0.3469060701261313,3.257928439096577,price_nvda,nvda
2024-10-15,-0.3344692941364398,-0.3418548250361551,-0.3744932751185638,-0.3697038498762498,4.842315055685764,price_nvda,nvda
2024-10-14,-0.3422396007637158,-0.3362089728330083,-0.3321504581900303,-0.3339024821618647,2.801596938980136,price_nvda,nvda
2024-10-11,-0.3558931395516435,-0.3571479586738053,-0.3469368387047564,-0.3519968364780995,1.929974153296141,price_nvda,nvda
2024-10-10,-0.3675485994925574,-0.3614234584004602,-0.3618352372536847,-0.3519415020612303,2.94135790950103,price_nvda,nvda
2024-10-09,-0.3553381176496951,-0.3640545351553247,-0.3597068946038379,-0.3638937361049817,2.995787473233687,price_nvda,nvda
2024-10-08,-0.376706460874704,-0.3697552014575314,-0.3706846619556799,-0.3625657101001205,3.550293988466066,price_nvda,nvda
2024-10-07,-0.4059561151073784,-0.38532240559048,-0.3957206925999317,-0.391173603621507,4.399326250404475,price_nvda,nvda
2024-10-04,-0.4062336260583525,-0.4160183010638996,-0.4131955059355169,-0.4066672403448885,2.9715765875714384,price_nvda,nvda
2024-10-03,-0.4285455065166734,-0.4197456597999578,-0.4215408494836009,-0.418121464636817,3.429597687687757,price_nvda,nvda
2024-10-02,-0.4534104877239565,-0.4470430811316775,-0.4506655383762429,-0.4402552313845049,2.6542865065264034,price_nvda,nvda
2024-10-01,-0.4238278203501131,-0.430269966819416,-0.4470249522646626,-0.4504920985053104,3.779946723148759,price_nvda,nvda
2024-11-18,-0.2695872337986857,-0.2704320539613945,-0.2642115204462328,-0.2600310356414566,-0.4304055610219457,price_keys,keys
2024-11-15,-0.2564887169127064,-0.2639091761732928,-0.2595067630097291,-0.2713745910996465,-0.4395969025415548,price_keys,keys
2024-11-14,-0.2280715955329544,-0.2369954535349908,-0.2385033815967661,-0.2475254574290128,-0.440421643696478,price_keys,keys
2024-11-13,-0.2116429472352852,-0.2209349225105051,-0.2189562346284353,-0.2274943985223553,-0.4393501787478623,price_keys,keys
2024-11-12,-0.1927167003788489,-0.2007085199574839,-0.1957124925314229,-0.2058586415264904,-0.4471574038527339,price_keys,keys
2024-11-11,-0.181671764530078,-0.1899649565417869,-0.1875911850517438,-0.1918590340585778,-0.4449069417136213,price_keys,keys
2024-11-08,-0.1877770054515091,-0.1941308280703224,-0.1813741841535068,-0.182562852024549,-0.4457398045967012,price_keys,keys
2024-11-07,-0.1977118974963834,-0.1950078536552772,-0.18787123013725,-0.1838908780294102,-0.4414877222139847,price_keys,keys
2024-11-06,-0.2075357851608679,-0.2115617115713001,-0.2068582869345686,-0.2023172388468604,-0.433316674547455,price_keys,keys
2024-11-05,-0.2466648292482218,-0.2496575104177765,-0.2407997512979167,-0.2408299929878373,-0.4429509658628013,price_keys,keys
2024-11-04,-0.2448887591619873,-0.2474649464553893,-0.236319029929818,-0.2481894704314435,-0.4417678727403152,price_keys,keys
2024-11-01,-0.2667011199085546,-0.2646217594610686,-0.2562582400178576,-0.2593116882221566,-0.4433588758020007,price_keys,keys
2024-10-31,-0.2615949184106305,-0.2726794320228413,-0.2645475745488402,-0.2733666301069385,-0.4454609305423262,price_keys,keys
2024-10-30,-0.2436122087875062,-0.2528915422622974,-0.2444403374094969,-0.2569323082967802,-0.4446930555116641,price_keys,keys
2024-10-29,-0.2361749153013992,-0.2418739083513021,-0.2261813978344945,-0.2387272851468068,-0.4434189822012259,price_keys,keys
2024-10-28,-0.2254074904036025,-0.2368858253368714,-0.2234929650136353,-0.2361819019708229,-0.4472903533164111,price_keys,keys
2024-10-25,-0.2399490642346475,-0.2437924018183908,-0.2281977224501389,-0.2347985415490924,-0.4464175971779294,price_keys,keys
2024-10-24,-0.2438342175482856,-0.2534944973519539,-0.238951453733576,-0.2471381165109283,-0.4493469460170893,price_keys,keys
2024-10-23,-0.2393940423326993,-0.2483967861394038,-0.2473528062987612,-0.2493514931856971,-0.448864860432825,price_keys,keys
2024-10-22,-0.2286821196250974,-0.2380369214171247,-0.2383353545454624,-0.2382292753949839,-0.4447268188962465,price_keys,keys
2024-10-21,-0.2160831224508715,-0.2280059412892035,-0.2158757386878673,-0.2246170088451559,-0.4456413198758236,price_keys,keys
2024-10-18,-0.2147510698861956,-0.218906800845297,-0.2089866295844155,-0.2128307780520122,-0.4443861551829247,price_keys,keys
2024-10-17,-0.2229098918448353,-0.2309110885393665,-0.2138034050551216,-0.2226803042547333,-0.4450495558935333,price_keys,keys
2024-10-16,-0.2189137341508077,-0.2257037491286971,-0.2154836755681587,-0.2277710706067014,-0.4441201159839269,price_keys,keys
2024-10-15,-0.2149175764567801,-0.2111231987788227,-0.2180040813377142,-0.2232889828402946,-0.4246782417648963,price_keys,keys
2024-10-14,-0.217193166254768,-0.2280607553882632,-0.2123471706104896,-0.2183088853220648,-0.4386648255250512,price_keys,keys
2024-10-11,-0.2271835604898371,-0.2251556081381002,-0.2150916124484501,-0.2180322132377188,-0.448410871258747,price_keys,keys
2024-10-10,-0.2329002860799044,-0.235953985652857,-0.2245571363385587,-0.2263323757681018,-0.448131309873319,price_keys,keys
2024-10-09,-0.2328447838897095,-0.2234563710672503,-0.2237170010820402,-0.2230123107559485,-0.4432014910180318,price_keys,keys
2024-10-08,-0.2336218145524372,-0.2441761005118087,-0.2294859298434674,-0.237011918223861,-0.4462941020230219,price_keys,keys
2024-10-07,-0.2390055270013355,-0.2435731454221522,-0.2282537314672402,-0.234743207132223,-0.4436957521809489,price_keys,keys
2024-10-04,-0.2272945648702267,-0.2394072738936166,-0.2278056593304303,-0.2325851648743236,-0.4482180959391315,price_keys,keys
2024-10-03,-0.2420026452718562,-0.2513019333895668,-0.2407437422808155,-0.2426006943276523,-0.4491284168237334,price_keys,keys
2024-10-02,-0.2421691518424407,-0.240010228983273,-0.2343587143312748,-0.2364032396382997,-0.4479047290876283,price_keys,keys
2024-10-01,-0.2208563108076267,-0.2334873511951714,-0.2348067864680846,-0.2418260124914832,-0.443927200392668,price_keys,keys
